,College Code,College Name,Zone,Group,Category Name,University,District,1st year,Total No of students
164,7103,ANGEL COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUPPUR,104,564
165,7104,CHRIST THE KING ENGINEERING COLLEGE,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,241,754
166,7106,CSI COLLEGE OF ENGINEERING,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THE NILGIRIS,167,542
167,7107,"Dr.N.G.P Institute of Technology,  Coimbatore ",Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,0,1572
168,7110,INFO INSTITUTE OF ENGINEERING,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,141,331
169,7111,Jansons Institute of Technology,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,266,1008
170,7112,JAI SHRIRAM ENGINEERING COLLEGE,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUPPUR,300,881
171,7116,KATHIR COLLEGE OF ENGINEERING,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,222,752
172,7117,KGISL INSTITUTE OF TECHNOLOGY,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,546,1781
173,7122,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,173,848
174,7123,PARK COLLEGE OF TECHNOLOGY,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,28,77
175,7125,PPG INSTITUTE OF TECHNOLOGY ,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,236,689
176,7128,R V S COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,272,945
177,7129,RVS TECHNICAL CAMPUS-COIMBATORE,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,242,946
178,7131,SRI SAI RANGANATHAN ENGINEERING COLLEGE,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,109,439
179,7136,SREE SAKTHI ENGINEERING COLLEGE,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,190,739
180,7139,SRI RANGANATHAR INSTITUTE OF ENGINEERING & TECHNOLOGY,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,178,788
181,7142,Tamilnadu College of Engineering ,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,186,573
182,7145,UNITED INSTITUTE OF TECHNOLOGY,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,269,585
183,7150,SUGUNA COLLEGE OF ENGINEERING,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,237,597
184,7153,Asian College of Engineering and Technology ,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,254,916
185,7155,PSG Institute of Technology and Applied Research ,Zone IX : Coimbatore - I,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,446,1424
186,7176,COIMBATORE INSTITUTE OF TECHNOLOGY,Zone X : Coimbatore - II,3.0,Govt. Aided,ANNA UNIVERSITY,COIMBATORE,0,2211
187,7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE",Zone IX : Coimbatore - I,3.0,Government College,ANNA UNIVERSITY,COIMBATORE,670,2886
188,7180,P.S.G. COLLEGE OF TECHNOLOGY,Zone X : Coimbatore - II,3.0,Govt. Aided,ANNA UNIVERSITY,COIMBATORE,0,4390
189,7203,Akshaya college of engineering and technology,Zone X : Coimbatore - II,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,239,702
190,7204,CMS College of Engineeering and Technology,Zone X : Coimbatore - II,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,177,569
191,7205,EASA College of Engg and Technology,Zone X : Coimbatore - II,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,332,742
192,7209,JCT College of Engineering and Technology,Zone X : Coimbatore - II,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,458,1554
193,7210,Nehru Institute of Technology,Zone X : Coimbatore - II,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,255,743
194,7211,"STUDY WORLD COLLEGE OF ENGINEERING, COIMBATORE",Zone X : Coimbatore - II,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,112,457
195,7212,KARPAGAM INSTITUTE OF TECHNOLOGY,Zone X : Coimbatore - II,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,429,1472
196,7214,NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY,Zone X : Coimbatore - II,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,630,1866
197,7218,RATHINAM TECHNICAL CAMPUS,Zone X : Coimbatore - II,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,0,844
198,7219,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING,Zone X : Coimbatore - II,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,774,2365
199,7236,"Pollachi institute of engineering and technology, pollachi",Zone X : Coimbatore - II,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,83,464
200,7237,V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS,Zone X : Coimbatore - II,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,475,1298
201,7239,"Arjun College of Technology , Coimbatore ",Zone X : Coimbatore - II,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,112,563
202,7240,"DHAANISH AHMED INSTITUTE OF TECHNOLOGY,COIMBATORE",Zone X : Coimbatore - II,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,COIMBATORE,209,632
203,7301,AISHWARYA COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XI : Erode,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,ERODE,7,138
204,7303,Builders Engineering College,Zone XI : Erode,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUPPUR,295,954
205,7307,Excel college of Engineering and Technology ,Zone XI : Erode,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,NAMAKKAL,0,165
206,7311,Government College of Engineering  Erode,Zone XI : Erode,3.0,Government College,ANNA UNIVERSITY,ERODE,378,1453
207,7312,JKK MUNIRAJAH COLLEGE OF TECHNOLOGY ,Zone XI : Erode,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,ERODE,175,464
208,7313,J. K. K. NATARAJA COLLEGE OF ENGINEERING AND TECHNOLOGY ,Zone XI : Erode,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,NAMAKKAL,137,514
209,7316,K S R INSTITUTE FOR ENGINEERING AND TECHNOLOGY,Zone XI : Erode,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,NAMAKKAL,435,1341
210,7317,M.P. NACHIMUTHU M. JAGANATHAN ENGINEERING COLLEGE,Zone XI : Erode,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,ERODE,197,536
211,7321,Nandha College of Technology,Zone XI : Erode,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,ERODE,276,906
212,7323,S.S.M. COLLEGE OF ENGINEERING,Zone XI : Erode,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,NAMAKKAL,184,1148
213,7324,SASURIE COLLEGE OF ENGINEERING ,Zone XI : Erode,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUPPUR,80,173
214,7325,SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE,Zone XI : Erode,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,ERODE,264,997
215,7327,Sri shanmugha college of engineering and technology,Zone XI : Erode,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,SALEM,362,973
216,7328,Surya Engineering College ,Zone XI : Erode,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,ERODE,76,775
217,7331,VIDYAA VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XI : Erode,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,NAMAKKAL,108,453
218,7333,JAIRUPAA COLLEGE OF ENGINEERING,Zone XI : Erode,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUPPUR,4,120
219,8100,"University College of Engineering, BIT Campus, Trichy",Zone XVIII : Trichy,5.0,University Constituent Colleges,ANNA UNIVERSITY,TIRUCHIRAPPALLI,801,3610
220,8106,DR.NAVALAR NEDUNCHEZHIYAN COLLEGE OF ENGINEERING,Zone XII : Ariyalur,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,CUDDALORE,59,315
221,8107,CARE College of Engineering,Zone XVIII : Trichy,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,267,615
222,8110,IMAYAM COLLEGE OF ENGINEERING,Zone XVIII : Trichy,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,99,279
223,8112,INDRA GANESAN COLLEGE OF ENGINEERING,Zone XVIII : Trichy,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,249,627
224,8113,J.J.College Of Engineering and Technology,Zone XVIII : Trichy,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,496,1068
225,8114,JAYARAM COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XVIII : Trichy,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,9,315
226,8118,KURINJI COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XVIII : Trichy,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,11,134
227,8120,M.A.M. COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XII : Ariyalur,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,358,1020
228,8121,M.A.M. SCHOOL OF ENGINEERING,Zone XII : Ariyalur,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,284,872
229,8124,M.I.E.T. ENGINEERING COLLEGE,Zone XVIII : Trichy,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,355,1357
230,8125,MAHALAKSHMI ENGINEERING COLLEGE,Zone XVIII : Trichy,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,29,249
231,8126,M.A.M College of Engineering,Zone XII : Ariyalur,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,513,1380
232,8127,MEENAKSHI RAMASWAMY ENGINEERING COLLEGE,Zone XII : Ariyalur,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,ARIYALUR,146,852
233,8128,MOOKAMBIGAI COLLEGE OF ENGINEERING,Zone XVIII : Trichy,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,262,990
234,8129,"OASYS Institute of Technology, Trichy",Zone XVIII : Trichy,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,107,378
235,8130,OXFORD ENGINEERING COLLEGE,Zone XVIII : Trichy,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,119,873
236,8131,Pavendar Bharathidasan College of Engineering and Technology,Zone XVIII : Trichy,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,209,516
237,8135,ROEVER ENGINEERING COLLEGE,Zone XII : Ariyalur,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,PERAMBALUR,348,1076
238,8138,SARANATHAN COLLEGE OF ENGINEERING,Zone XVIII : Trichy,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,684,2389
239,8139,SHIVANI ENGINEERING COLLEGE,Zone XVIII : Trichy,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,190,276
240,8142,SHRI ANGALA AMMAN COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XII : Ariyalur,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,0,51
241,8144,"Sudharsan Engineering College,Pudukkottai",Zone XVIII : Trichy,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,97,358
242,8146,TRICHY ENGINEERING COLLEGE,Zone XII : Ariyalur,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,79,474
243,8147,SRM TRP ENGINEERING COLLEGE,Zone XII : Ariyalur,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,538,1462
244,8148,"UNIVERSITY COLLEGE OF ENGINEERING, ARIYALUR",Zone XII : Ariyalur,3.0,University Constituent Colleges,ANNA UNIVERSITY,ARIYALUR,133,440
245,8150,DHANALAKSHMI SRINIVASAN INSTITUTE OF RESEARCH AND TECHNOLOGY,Zone XII : Ariyalur,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,PERAMBALUR,0,519
246,8151,DHANALAKSHMI SRINIVASAN INSTITUTE OF TECHNOLOGY,Zone XII : Ariyalur,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,0,444
247,8154,SRI RAMAKRISHNA COLLEGE OF ENGINEERING,Zone XII : Ariyalur,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,PERAMBALUR,208,541
248,8155,SURYA COLLEGE OF ENGINEERING,Zone XII : Ariyalur,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUCHIRAPPALLI,31,203
249,8156,ARIYALUR ENGINEERING COLLEGE ,Zone XII : Ariyalur,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,ARIYALUR,95,742
250,8158,NELLIANDAVAR INSTITUTE OF TECHNOLOGY,Zone XII : Ariyalur,3.0,Affilated Non - Autonomous,ANNA UNIVERSITY,ARIYALUR,119,699
251,8201,A.R.J. COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVARUR,157,459
252,8203,A.V.C COLLEGE OF ENGINEERING,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,MAYILADUTHURAI,248,1049
253,8204,ANJALAI AMMAL MAHALINGAM ENGINEERING COLLEGE,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVARUR,357,1457
254,8205,ANNAI COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THANJAVUR,186,1401
255,8206,ARASU ENGINEERING COLLEGE,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THANJAVUR,275,1133
256,8207,AS-SALAM COLLEGE OF ENGINEERING & TECHNOLOGY,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THANJAVUR,77,363
257,8210,K.S.K COLLEGE OF ENGINEERING AND TECHNOLOGY ,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THANJAVUR,171,867
258,8211,Kings College of Engineering,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,296,947
259,8212,P.R.ENGINEERING COLLEGE,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THANJAVUR,57,158
260,8213,Parisutham Institute of Technology and Science ,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THANJAVUR,96,296
261,8216,Sembodai Rukmani varatharajan engineering college,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,NAGAPATTINAM,6,73
262,8217,Sir Issac Newton College of Engineering and Technology,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,NAGAPATTINAM,299,1026
263,8218,SMR EAST COAST COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THANJAVUR,0,15
264,8219,"St.Joseph's College of Engineering and Technology , Thanjavur ",Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THANJAVUR,204,568
265,8220,Star Lion College of Engineering and Technology,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THANJAVUR,58,496
266,8221,University College of Engineering Pattukkottai,Zone XIII : Pattukkottai,4.0,University Constituent Colleges,ANNA UNIVERSITY,THANJAVUR,128,571
267,8222,University College of Engineering Thirukkuvalai,Zone XIII : Pattukkottai,4.0,University Constituent Colleges,ANNA UNIVERSITY,NAGAPATTINAM,119,433
268,8223,VANDAYAR ENGINEERING COLLEGE,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THANJAVUR,24,332
269,8224,M R K INSTITUTE OF TECHNOLOGY,Zone XXI : Villupuram,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,CUDDALORE,311,1087
270,8226,ARIFA INSTITUTE OF TECHNOLOGY,Zone XIII : Pattukkottai,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,NAGAPATTINAM,114,358
271,8227,"GOVERNMENT COLLEGE OF ENGINEERING, THANJAVUR",Zone XIII : Pattukkottai,4.0,Government College,ANNA UNIVERSITY,THANJAVUR,239,1086
272,8301,Government College of Engineering Srirangam ,Zone XVIII : Trichy,5.0,Government College,ANNA UNIVERSITY,TIRUCHIRAPPALLI,274,1098
273,9100,Anna University Regional Campus Madurai ,Zone XXII : Madurai,5.0,University Regional Campus,ANNA UNIVERSITY,MADURAI,218,869
274,9102,CENTRAL ELECTROCHEMICAL RESEARCH INSTITUTE (CSIR) KARAIKUDI,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,38,146
275,9103,CHENDHURAN COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,154,287
276,9104,Fatima Michael College of engineering and technology ,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,157,450
277,9105,GANAPATHY CHETTIAR COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,0,155
278,9107,K.L.N.COLLEGE OF INFORMATION TECHNOLOGY,Zone XXII : Madurai,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,0,87
279,9108,KARAIKUDI INSTITUTE OF TECHNOLOGY AND KARAIKUDI INSTITUTE OF MANAGEMENT,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,48,216
280,9110,LATHA MATHAVAN ENGINEERING COLLEGE,Zone XXII : Madurai,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,160,536
281,9111,MADURAI INSTITUTE OF ENGINEERING AND TECHNOLOGY,Zone XXII : Madurai,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,0,137
282,9112,MAHATH AMMA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,67,674
283,9114,MNSK ENGINEERING COLLEGE ,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,10,109
284,9115,MOHAMED SATHAK ENGINEERING COLLEGE,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,371,1054
285,9116,MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,125,426
286,9117,MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,250,1097
287,9119,P.T.R.COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XXII : Madurai,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,16,151
288,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,163,546
289,9122,Solamalai College of Engineering,Zone XXII : Madurai,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,153,515
290,9123,SACS M.A.V.M.M ENGINEERING COLLEGE,Zone XXII : Madurai,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,149,621
291,9124,SHANMUGANATHAN ENGINEERING COLLEGE,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,110,479
292,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,220,736
293,9126,Sri Bharathi Engineering College for Women,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,122,271
294,9127,ST.MICHAEL COLLEGE OF ENGINEERING & TECHNOLOGY,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,183,462
295,9128,Syed Ammal Engineering College,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,218,673
296,9129,ULTRA College of Engineering& Technology,Zone XXII : Madurai,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,73,292
297,9130,University College of Engineering Ramanathapuram,Zone XIV : Karaikudi,4.0,University Constituent Colleges,ANNA UNIVERSITY,RAMANATHAPURAM,84,354
298,9131,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XXII : Madurai,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,580,2036
299,9132,VICKRAM COLLEGE OF ENGINEERING,Zone XIV : Karaikudi,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,0,12
300,9133,Vaigai College of Engineering,Zone XXII : Madurai,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,134,659
301,9176,Alagappa Chettiar Government College of Engineering and Technology,Zone XIV : Karaikudi,4.0,Government College,ANNA UNIVERSITY,SIVAGANGAI,397,1680
302,9177,"Thiagarajar College of Engineering, Madurai",Zone XXII : Madurai,5.0,Govt. Aided,ANNA UNIVERSITY,MADURAI,0,1353
303,9201,BHARATH NIKETAN ENGINEERING COLLEGE,Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THENI,225,616
304,9202,CHETTINAD COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KARUR,235,705
305,9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,DINDIGUL,133,801
306,9208,N P R COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,DINDIGUL,358,979
307,9209,N.S.N. College of Engineering and Technology ,Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KARUR,163,713
308,9210,Nadar Saraswathi College of Engineering and Technology,Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THENI,249,771
309,9213,PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,DINDIGUL,0,3224
310,9214,RVS EDUCATIONAL TRUSTS GROUP OF INSTITUTIONS,Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,DINDIGUL,114,500
311,9215,R.V.S. College of Engineering,Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,DINDIGUL,133,508
312,9216,SBM COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,DINDIGUL,207,1427
313,9218,Sree Sowdambika College of Engineering Aruppukottai ,Zone XXII : Madurai,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,VIRUDHUNAGAR,130,576
314,9219,SRI SUBRAMANYA COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,DINDIGUL,12,39
315,9220,Sri Vidya college of engineering and technology,Zone XXII : Madurai,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,VIRUDHUNAGAR,81,248
316,9221,SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY,Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,DINDIGUL,293,1121
317,9222,Theni Kammavar Sangam College of Technology,Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THENI,169,580
318,9223,"UNIVERSITY COLLEGE OF ENGINEERING, DINDIGUL",Zone XV : Dindigul,4.0,University Constituent Colleges,ANNA UNIVERSITY,DINDIGUL,164,643
319,9225,"V.S.B. ENGINEERING COLLEGE, KARUR",Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KARUR,991,3545
320,9230,"Arulmurugan College Of Engineering, Karur",Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KARUR,40,287
321,9233,GOVERNMENT COLLEGE OF ENGINEERING,Zone XV : Dindigul,4.0,Government College,ANNA UNIVERSITY,THENI,240,1000
322,9236,JAINEE COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XV : Dindigul,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,DINDIGUL,9,22
323,9238,MANGAYARKARASI COLLEGE OF ENGINEERING,Zone XXII : Madurai,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,272,1011
324,9500,"ANNA UNIVERSITY REGIONAL CAMPUS, TIRUNELVELI",Zone XX : Tirunelveli-II,5.0,University Regional Campus,ANNA UNIVERSITY,TIRUNELVELI,184,790
