,College Code,College Name,Zone,Group,Category Name,University,District,1st year,Total No of students
325,9501,A.R. COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XVI : Tirunelveli-I,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TENKASI,0,22
326,9503,GRACE COLLEGE OF ENGINEERING,Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THOOTHUKUDI,178,435
327,9504,Dr.G.U.Pope College of Engineering,Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THOOTHUKUDI,175,497
328,9505,"Dr.Sivanthi Aditanar College of Engineering, Tiruchendur",Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THOOTHUKUDI,171,659
329,9506,EINSTEIN COLLEGE OF ENGINEERING,Zone XVI : Tirunelveli-I,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUNELVELI,226,796
330,9508,Government College of Engineering,Zone XVI : Tirunelveli-I,4.0,Government College,ANNA UNIVERSITY,TIRUNELVELI,389,1739
331,9509,Holycross Engineering college ,Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THOOTHUKUDI,204,476
332,9510,INFANT JESUS COLLEGE OF ENGINEERING,Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THOOTHUKUDI,20,60
333,9512,J P COLLEGE OF ENGINEERING,Zone XVI : Tirunelveli-I,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TENKASI,222,901
334,9513,Jayaraj Annapackiam CSI College of Engineering,Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THOOTHUKUDI,267,845
335,9516,MAHAKAVI BHARATHIYAR COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XVI : Tirunelveli-I,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TENKASI,9,123
336,9518,NELLAI COLLEGE OF ENGINEERING,Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUNELVELI,92,309
337,9520,P.S.R.R COLLEGE OF ENGINEERING,Zone XVI : Tirunelveli-I,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,VIRUDHUNAGAR,150,259
338,9523,PSN ENGINEERING COLLEGE,Zone XVI : Tirunelveli-I,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUNELVELI,160,683
339,9524,PSN INSTITUTE OF TECHNOLOGY AND SCIENCE ,Zone XVI : Tirunelveli-I,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUNELVELI,110,559
340,9525,Renganayagi Varatharaj college of engineering ,Zone XVI : Tirunelveli-I,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,VIRUDHUNAGAR,118,343
341,9526,S.VEERASAMY CHETTIAR COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XVI : Tirunelveli-I,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TENKASI,118,387
342,9527,Sardar Raja College of Engineering,Zone XVI : Tirunelveli-I,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TENKASI,104,266
343,9528,SCAD College of Engineering and Technology ,Zone XVI : Tirunelveli-I,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUNELVELI,205,916
344,9530,ST.MOTHER THERESA ENGINEERING COLLEGE,Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THOOTHUKUDI,137,613
345,9531,THAMIRABHARANI ENGINEERING COLLEGE,Zone XVI : Tirunelveli-I,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUNELVELI,226,755
346,9532,"UNIVERSITY COLLEGE OF ENGINEERING, THOOTHUKUDI",Zone XX : Tirunelveli-II,5.0,University Constituent Colleges,ANNA UNIVERSITY,THOOTHUKUDI,97,615
347,9533,Unnamalai Institute of Technology,Zone XVI : Tirunelveli-I,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THOOTHUKUDI,134,263
348,9534,V V College of Engineering ,Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,THOOTHUKUDI,225,770
349,9535,V.P.MUTHAIAH PILLAI MEENAKSHI AMMAL ENGINEERING COLLEGE FOR WOMEN,Zone XVI : Tirunelveli-I,4.0,Affilated Non - Autonomous,ANNA UNIVERSITY,VIRUDHUNAGAR,0,36
350,9536,RAMCO INSTITUTE OF TECHNOLOGY,Zone XXII : Madurai,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,VIRUDHUNAGAR,590,1584
351,9537,AAA College of Engineering and Technology,Zone XXII : Madurai,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,VIRUDHUNAGAR,252,894
352,9601,"ANNAI VAILANKANNI COLLEGE OF ENGINEERING, KANYAKUMARI ",Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,145,535
353,9602,ARUNACHALA COLLEGE OF ENGINEERING FOR WOMEN,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,409,1357
354,9603,BETHLAHEM INSTITUTE OF ENGINEERING,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,144,625
355,9604,C.S.I. INSTITUTE OF TECHNOLOGY,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,158,386
356,9605,CAPE INSTITUTE OF TECHNOLOGY,Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUNELVELI,150,1125
357,9606,DMI ENGINEERING COLLEGE,Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,136,483
358,9607,IMMANUEL ARASAR J J COLLEGE OF ENGINEERING,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,6,26
359,9609,Jayamatha Engineering College,Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,24,77
360,9611,LORD JEGANNATH COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,55,305
361,9612,Loyola Institute of Technology and Science,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,365,1176
362,9613,M.E.T. ENGINEERING COLLEGE,Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,133,368
363,9614,MAR EPHRAEM COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,286,1072
364,9615,MARIA COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,55,464
365,9616,MARTHANDAM COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,124,656
366,9617,NARAYANAGURU COLLEGE OF ENGINEERING,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,82,315
367,9618,PONJESLY COLLEGE OF ENGINEERING,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,366,1408
368,9619,Rajas Institute of technology ,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,54,208
369,9620,SATYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,144,849
370,9621,SIVAJI COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,62,185
371,9622,St.Xavier's Catholic College of Engineering,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,504,1842
372,9623,AMRITA COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,336,1076
373,9626,UDAYA SCHOOL OF ENGINEERING,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,204,1329
374,9627,Universal College of Engineering and Technology Vallioor ,Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUNELVELI,108,572
375,9628,"UNIVERSITY COLLEGE OF ENGINEERING, NAGERCOIL",Zone XVII : Nagercoil,5.0,University Constituent Colleges,ANNA UNIVERSITY,KANYAKUMARI,334,1469
376,9629,Vins Christian College of engineering,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,52,197
377,9630,VINS CHRISTIAN  WOMEN'S COLLEGE OF ENGINEERING  CHUNKANKADI,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,0,31
378,9632,"PET ENGINEERING COLLEGE, VALLIOOR",Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUNELVELI,173,692
379,9633,ROHINI COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XX : Tirunelveli-II,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,553,2240
380,9635,STELLA MARY'S COLLEGE OF ENGINEERING,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,326,1000
381,9636,LOURDES MOUNT COLLEGE OF ENGINEERING AND TECHNOLOGY,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,67,175
382,9638,GOOD SHEPHERD COLLEGE OF ENGINEERING & TECHNOLOGY,Zone XVII : Nagercoil,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,108,260
383,9639,Sun College of Engineering and Technology ,Zone XXII : Madurai,5.0,Affilated Non - Autonomous,ANNA UNIVERSITY,KANYAKUMARI,8,8
