,College Code,College Name,Category Name,University,District,Zone,Group,branch,Total No of students,1st year,2nd year,3rd year,4th year
0,1101,Aalim Muhammed Salegh College Of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electronics and Communication Engineering,160,37,63,29,31
1,1101,Aalim Muhammed Salegh College Of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering,394,110,123,76,85
2,1101,Aalim Muhammed Salegh College Of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Civil Engineering,72,7,18,18,29
3,1101,Aalim Muhammed Salegh College Of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electrical and Electronics Engineering,81,10,29,26,16
4,1101,Aalim Muhammed Salegh College Of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Information Technology,196,57,61,38,40
5,1101,Aalim Muhammed Salegh College Of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,176,18,42,57,59
6,1101,Aalim Muhammed Salegh College Of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Artificial Intelligence and Data Science,41,41,0,0,0
9,1103,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electrical and Electronics Engineering,78,25,22,12,19
10,1103,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,95,16,24,24,31
11,1103,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Biomedical Engineering,169,42,48,44,35
12,1103,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering,222,59,64,52,47
13,1103,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Civil Engineering,8,0,0,0,8
14,1103,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Artificial Intelligence and Data Science,59,59,0,0,0
15,1103,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electronics and Communication Engineering,216,59,60,45,52
16,1105,GOJAN SCHOOL OF BUSINESS AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Medical Electronics Engineering,29,29,0,0,0
17,1105,GOJAN SCHOOL OF BUSINESS AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electrical and Electronics Engineering,53,0,0,27,26
18,1105,GOJAN SCHOOL OF BUSINESS AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Civil Engineering,16,0,0,14,2
19,1105,GOJAN SCHOOL OF BUSINESS AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Aeronautical Engineering,103,27,18,35,23
20,1105,GOJAN SCHOOL OF BUSINESS AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,121,0,0,82,39
21,1105,GOJAN SCHOOL OF BUSINESS AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering (Artificial Intelligence and Machine learning ),27,27,0,0,0
22,1105,GOJAN SCHOOL OF BUSINESS AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Information Technology,98,30,30,20,18
23,1105,GOJAN SCHOOL OF BUSINESS AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering (CyberSecurity),30,30,0,0,0
24,1105,GOJAN SCHOOL OF BUSINESS AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electronics and Communication Engineering,187,60,53,47,27
25,1105,GOJAN SCHOOL OF BUSINESS AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering,209,58,59,62,30
26,1105,GOJAN SCHOOL OF BUSINESS AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical and automation engineering,18,18,0,0,0
27,1106,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electronics and Communication Engineering,25,5,11,2,7
28,1106,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering,100,38,28,11,23
29,1106,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,52,5,33,9,5
30,1106,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electrical and Electronics Engineering,47,4,25,10,8
31,1106,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Civil Engineering,1,0,1,0,0
32,1106,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Petrochemical Engineering,5,0,0,0,5
33,1106,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Information Technology,4,0,0,0,4
34,1107,J N N INSTITUTE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Agriculture Engineering,49,0,20,29,0
35,1107,J N N INSTITUTE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Agriculture Engineering,6,6,0,0,0
36,1107,J N N INSTITUTE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electronics and Communication Engineering,134,39,28,29,38
37,1107,J N N INSTITUTE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Robotics and Automation Engineering,46,9,14,23,0
38,1107,J N N INSTITUTE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering (CyberSecurity),38,38,0,0,0
39,1107,J N N INSTITUTE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering,291,73,84,85,49
40,1107,J N N INSTITUTE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Artificial Intelligence and Data Science,145,40,60,45,0
41,1107,J N N INSTITUTE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,6,0,0,0,6
42,1107,J N N INSTITUTE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,,1,0,1,0,0
43,1107,J N N INSTITUTE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Biomedical Engineering,109,19,47,43,0
44,1108,JAYA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electrical and Electronics Engineering,79,6,24,37,12
45,1108,JAYA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Information Technology,192,90,66,18,18
46,1108,JAYA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,,1,0,1,0,0
47,1108,JAYA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering,288,106,92,47,43
48,1108,JAYA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,106,8,35,38,25
49,1108,JAYA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Aeronautical Engineering,40,13,13,9,5
50,1108,JAYA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electronics and instrumentation engineering,33,1,12,11,9
51,1108,JAYA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Civil Engineering,63,4,7,45,7
52,1108,JAYA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electronics and Communication Engineering,100,26,44,28,2
53,1108,JAYA ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Textile Technology,75,6,28,23,18
54,1111,JAYA INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,88,2,32,29,25
55,1111,JAYA INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electrical and Electronics Engineering,67,0,28,26,13
56,1111,JAYA INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electronics and Communication Engineering,45,2,23,15,5
57,1111,JAYA INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Food Technology,8,4,1,3,0
58,1111,JAYA INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Civil Engineering,3,0,0,0,3
59,1111,JAYA INSTITUTE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering,1,1,0,0,0
105,1120,JAYA SAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering,115,38,38,20,19
106,1120,JAYA SAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,94,2,35,37,20
107,1120,JAYA SAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Pharmaceutical Technology,14,14,0,0,0
108,1120,JAYA SAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Artificial Intelligence and Data Science,12,12,0,0,0
109,1120,JAYA SAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Biomedical Engineering,68,15,23,30,0
110,1120,JAYA SAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,,1,0,0,0,1
111,1121,SAMS COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,1,0,0,0,1
112,1121,SAMS COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,,18,0,0,7,11
113,1121,SAMS COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Marine Engineering,29,6,18,3,2
114,1123,SRI KRISHNA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,RANIPET,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering,51,16,19,15,1
115,1123,SRI KRISHNA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,RANIPET,Zone I : Chennai-I,1.0,B.E Electrical and Electronics Engineering,75,0,33,32,10
116,1123,SRI KRISHNA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,RANIPET,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,162,4,74,66,18
117,1123,SRI KRISHNA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,RANIPET,Zone I : Chennai-I,1.0,B.E Civil Engineering,40,1,9,27,3
118,1123,SRI KRISHNA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,RANIPET,Zone I : Chennai-I,1.0,B.E Electronics and Communication Engineering,40,5,10,21,4
119,1124,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,,3,0,3,0,0
120,1124,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electrical and Electronics Engineering,152,6,59,66,21
121,1124,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Civil Engineering,71,3,24,32,12
122,1124,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,309,13,114,131,51
123,1124,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering,175,31,60,65,19
124,1124,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electronics and Communication Engineering,248,45,80,91,32
125,1125,SRI VENKATESWARA INSTITUTE OF SCIENCE AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electronics and Communication Engineering,19,3,0,10,6
126,1125,SRI VENKATESWARA INSTITUTE OF SCIENCE AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electrical and Electronics Engineering,49,0,0,37,12
127,1125,SRI VENKATESWARA INSTITUTE OF SCIENCE AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering,44,10,0,17,17
128,1125,SRI VENKATESWARA INSTITUTE OF SCIENCE AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,90,1,0,53,36
129,1125,SRI VENKATESWARA INSTITUTE OF SCIENCE AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Civil Engineering,18,0,0,14,4
130,1126,	Sriram Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electronics and Communication Engineering,19,10,0,7,2
131,1126,	Sriram Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Chemical Engineering,5,0,0,0,5
132,1126,	Sriram Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Artificial Intelligence and Data Science,94,41,48,5,0
133,1126,	Sriram Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,47,0,15,22,10
134,1126,	Sriram Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering,86,25,29,16,16
135,1126,	Sriram Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electrical and Electronics Engineering,19,7,0,3,9
136,1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Civil Engineering,18,0,4,7,7
137,1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electrical and Electronics Engineering,22,3,1,11,7
138,1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,51,2,10,17,22
139,1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering,173,51,41,36,45
140,1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Chemical Engineering,46,5,13,8,20
141,1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Aeronautical Engineering,28,3,3,5,17
142,1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Information Technology,74,20,21,14,19
143,1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electronics and Communication Engineering,83,37,29,10,7
144,1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Biotechnology,83,20,18,22,23
145,1128,TJS Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Artificial Intelligence and Data Science,48,48,0,0,0
146,1128,TJS Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electronics and Communication Engineering,107,37,34,21,15
147,1128,TJS Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,91,8,28,30,25
148,1128,TJS Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electrical and Electronics Engineering,70,11,29,22,8
149,1128,TJS Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Civil Engineering,11,0,0,11,0
150,1128,TJS Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering,267,80,85,35,67
173,1133,Velammal Institute of Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Artificial Intelligence and Data Science,225,114,62,49,0
174,1133,Velammal Institute of Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Information Technology,215,58,63,46,48
175,1133,Velammal Institute of Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechatronics Engineering,59,18,27,14,0
176,1133,Velammal Institute of Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electronics and Communication Engineering,368,114,122,50,82
177,1133,Velammal Institute of Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electrical and Electronics Engineering,73,21,30,8,14
178,1133,Velammal Institute of Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,79,10,25,24,20
179,1133,Velammal Institute of Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Computer Science and Engineering,500,168,122,105,105
181,1137,ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY ,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Arch Architecture,131,0,16,48,67
182,1138,SRI JAYARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Agriculture Engineering,25,19,6,0,0
183,1138,SRI JAYARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.Tech Food Technology,34,3,6,13,12
184,1138,SRI JAYARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Agriculture Engineering,44,0,0,11,33
185,1138,SRI JAYARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,BIOMEDICAL ENGINEERING,1,0,0,0,1
186,1138,SRI JAYARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Mechanical Engineering,151,2,71,66,12
187,1138,SRI JAYARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Biomedical Engineering,61,17,8,19,17
188,1138,SRI JAYARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,,1,0,0,0,1
189,1138,SRI JAYARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,B.E Electronics and Communication Engineering,41,0,20,16,5
190,1138,SRI JAYARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,TIRUVALLUR,Zone I : Chennai-I,1.0,AGRICULTURAL ENGINEERING (FULL TIME),12,0,12,0,0
191,2101,ALPHA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENNAI,Zone II : Chennai-II,1.0,B.E Biomedical Engineering,81,11,19,15,36
192,2101,ALPHA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENNAI,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,37,12,15,7,3
193,2101,ALPHA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENNAI,Zone II : Chennai-II,1.0,B.Tech Information Technology,68,56,0,6,6
194,2101,ALPHA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENNAI,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,16,0,7,6,3
195,2101,ALPHA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENNAI,Zone II : Chennai-II,1.0,,60,0,60,0,0
196,2101,ALPHA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENNAI,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,120,49,45,17,9
197,2102,APOLLO ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electrical and Electronics Engineering,11,4,3,4,0
198,2102,APOLLO ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Aeronautical Engineering,45,6,8,9,22
199,2102,APOLLO ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Mechanical Engineering,35,6,2,3,24
200,2102,APOLLO ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Computer Science and Engineering,161,44,51,35,31
201,2102,APOLLO ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone II : Chennai-II,1.0,B.E Electronics and Communication Engineering,105,36,22,9,38
