,College Code,College Name,Category Name,University,District,Zone,Group,branch,Total No of students,1st year,2nd year,3rd year,4th year
2657,9112,MAHATH AMMA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Electronics and Communication Engineering,43,0,0,33,10
2658,9112,MAHATH AMMA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Electrical and Electronics Engineering,159,9,66,63,21
2659,9112,MAHATH AMMA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Computer Science and Engineering,191,47,66,59,19
2660,9112,MAHATH AMMA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Civil Engineering,76,0,0,65,11
2661,9112,MAHATH AMMA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Mechanical Engineering,205,11,99,66,29
2662,9114,MNSK ENGINEERING COLLEGE ,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Computer Science and Engineering,19,8,0,11,0
2663,9114,MNSK ENGINEERING COLLEGE ,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Electrical and Electronics Engineering,19,0,0,13,6
2664,9114,MNSK ENGINEERING COLLEGE ,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Mechanical Engineering,33,0,0,25,8
2665,9114,MNSK ENGINEERING COLLEGE ,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Electronics and Communication Engineering,7,1,0,4,2
2666,9114,MNSK ENGINEERING COLLEGE ,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Civil Engineering,31,1,0,19,11
2667,9115,MOHAMED SATHAK ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.Tech Artificial Intelligence and Data Science,35,35,0,0,0
2668,9115,MOHAMED SATHAK ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Civil Engineering,80,16,19,25,20
2669,9115,MOHAMED SATHAK ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.Tech Computer Science and Business System,25,25,0,0,0
2670,9115,MOHAMED SATHAK ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Computer Science and Engineering,227,83,59,47,38
2671,9115,MOHAMED SATHAK ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Aeronautical Engineering,27,12,5,3,7
2672,9115,MOHAMED SATHAK ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Electronics and Communication Engineering,86,30,16,22,18
2673,9115,MOHAMED SATHAK ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.Arch Architecture,59,14,7,23,15
2674,9115,MOHAMED SATHAK ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Marine Engineering,45,10,17,10,8
2675,9115,MOHAMED SATHAK ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Electrical and Electronics Engineering,94,27,22,21,24
2676,9115,MOHAMED SATHAK ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.Tech Chemical Engineering,52,13,11,13,15
2677,9115,MOHAMED SATHAK ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Mechanical Engineering,142,22,34,45,41
2678,9115,MOHAMED SATHAK ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.Tech Agriculture Engineering,14,14,0,0,0
2679,9115,MOHAMED SATHAK ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.Tech Information Technology,168,70,46,24,28
2680,9116,MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Electronics and Communication Engineering,26,6,5,3,12
2681,9116,MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.Tech Artificial Intelligence and Data Science,18,18,0,0,0
2682,9116,MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Computer Science and Engineering,162,60,40,36,26
2683,9116,MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.Tech Computer Science and Business Systems,10,10,0,0,0
2684,9116,MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Computer Science and Business Systems,1,1,0,0,0
2685,9116,MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Mechanical Engineering,106,11,14,48,33
2686,9116,MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Civil Engineering,47,10,8,9,20
2687,9116,MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,,1,0,0,1,0
2688,9116,MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Electrical and Electronics Engineering,55,9,10,24,12
2689,9117,MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Civil Engineering,149,16,35,60,38
2690,9117,MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Computer Science and Engineering,429,118,133,98,80
2691,9117,MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Electronics and Communication Engineering,178,59,57,27,35
2692,9117,MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,,1,0,1,0,0
2693,9117,MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Mechanical Engineering,187,17,47,65,58
2694,9117,MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Electrical and Electronics Engineering,153,40,44,48,21
2695,9119,P.T.R.COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Civil Engineering,37,1,18,15,3
2696,9119,P.T.R.COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Electronics and Communication Engineering,12,3,4,2,3
2697,9119,P.T.R.COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Mechanical Engineering,38,4,7,18,9
2698,9119,P.T.R.COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Electrical and Electronics Engineering,23,1,4,18,0
2699,9119,P.T.R.COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Computer Science and Engineering,41,7,19,5,10
2700,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Computer Science and Engineering,197,62,58,41,36
2701,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.Tech Artificial Intelligence and Data Science,16,16,0,0,0
2702,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.Tech Information Technology,26,26,0,0,0
2703,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Mechanical Engineering,83,16,18,23,26
2704,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Civil Engineering,79,9,19,29,22
2705,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Electrical and Electronics Engineering,66,15,24,15,12
2706,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Electronics and Communication Engineering,79,19,23,22,15
2707,9122,Solamalai College of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Electronics and Communication Engineering,99,36,26,18,19
2708,9122,Solamalai College of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Civil Engineering,73,10,28,25,10
2709,9122,Solamalai College of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.Tech Artificial Intelligence and Data Science,15,15,0,0,0
2710,9122,Solamalai College of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Computer Science and Engineering,191,61,60,34,36
2711,9122,Solamalai College of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Mechanical Engineering,69,5,19,28,17
2712,9122,Solamalai College of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.Tech Computer Science and Business System,9,9,0,0,0
2713,9122,Solamalai College of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Electrical and Electronics Engineering,59,17,8,21,13
2714,9123,SACS M.A.V.M.M ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Mechanical Engineering,129,24,29,40,36
2715,9123,SACS M.A.V.M.M ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Civil Engineering,70,17,16,22,15
2716,9123,SACS M.A.V.M.M ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Computer Science and Engineering,207,50,57,60,40
2717,9123,SACS M.A.V.M.M ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Electrical and Electronics Engineering,79,20,19,26,14
2718,9123,SACS M.A.V.M.M ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Electronics and Communication Engineering,136,38,40,38,20
2719,9124,SHANMUGANATHAN ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Electronics and Communication Engineering,88,33,29,14,12
2720,9124,SHANMUGANATHAN ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Electrical and Electronics Engineering,53,2,10,30,11
2721,9124,SHANMUGANATHAN ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Civil Engineering,64,8,10,27,19
2722,9124,SHANMUGANATHAN ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Computer Science and Engineering,191,56,57,44,34
2723,9124,SHANMUGANATHAN ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Mechanical Engineering,83,11,20,25,27
2724,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Mechanical Engineering,203,50,66,64,23
2725,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Civil Engineering,78,15,29,23,11
2726,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Computer Science and Engineering,193,62,64,34,33
2727,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Electronics and Communication Engineering,170,55,61,35,19
2728,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.Tech Agriculture Engineering,19,19,0,0,0
2729,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Electrical and Electronics Engineering,72,18,21,22,11
2730,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Agriculture Engineering,1,1,0,0,0
2731,9126,Sri Bharathi Engineering College for Women,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Computer Science and Engineering,131,57,30,23,21
2732,9126,Sri Bharathi Engineering College for Women,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Electronics and Communication Engineering,68,36,12,10,10
2733,9126,Sri Bharathi Engineering College for Women,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Electrical and Electronics Engineering,26,8,2,6,10
2734,9126,Sri Bharathi Engineering College for Women,Affilated Non - Autonomous,ANNA UNIVERSITY,PUDUKKOTTAI,Zone XIV : Karaikudi,4.0,B.E Civil Engineering,46,21,9,6,10
2735,9127,ST.MICHAEL COLLEGE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Computer Science and Engineering,125,56,37,26,6
2736,9127,ST.MICHAEL COLLEGE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.Tech Chemical Engineering,47,19,12,9,7
2737,9127,ST.MICHAEL COLLEGE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Mechanical Engineering,49,9,15,17,8
2738,9127,ST.MICHAEL COLLEGE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Electrical and Electronics Engineering,49,18,12,17,2
2739,9127,ST.MICHAEL COLLEGE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.Tech Biotechnology,119,40,27,34,18
2740,9127,ST.MICHAEL COLLEGE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Electronics and Communication Engineering,73,41,17,12,3
2741,9128,Syed Ammal Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Computer Science and Engineering,217,61,59,42,55
2742,9128,Syed Ammal Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.Tech Artificial Intelligence and Data Science,79,50,29,0,0
2743,9128,Syed Ammal Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Electrical and Electronics Engineering,63,16,11,23,13
2744,9128,Syed Ammal Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.Tech Computer Science and Business System,47,27,20,0,0
2745,9128,Syed Ammal Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Mechanical Engineering,99,16,22,27,34
2746,9128,Syed Ammal Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Electronics and Communication Engineering,112,31,37,27,17
2747,9128,Syed Ammal Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Civil Engineering,56,17,12,9,18
2748,9129,ULTRA College of Engineering& Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.Tech Information Technology,68,21,25,22,0
2749,9129,ULTRA College of Engineering& Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Electrical and Electronics Engineering,19,2,8,7,2
2750,9129,ULTRA College of Engineering& Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Electronics and Communication Engineering,34,8,15,6,5
2751,9129,ULTRA College of Engineering& Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Computer Science and Engineering,105,39,35,18,13
2752,9129,ULTRA College of Engineering& Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Civil Engineering,30,2,11,14,3
2753,9129,ULTRA College of Engineering& Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Mechanical Engineering,36,1,11,17,7
2754,9130,University College of Engineering Ramanathapuram,University Constituent Colleges,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Computer Science and Engineering,126,46,36,19,25
2755,9130,University College of Engineering Ramanathapuram,University Constituent Colleges,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Mechanical Engineering (Tamil Medium),12,1,4,2,5
2756,9130,University College of Engineering Ramanathapuram,University Constituent Colleges,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Electrical and Electronics Engineering,37,0,19,14,4
2757,9130,University College of Engineering Ramanathapuram,University Constituent Colleges,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Civil Engineering (Tamil Medium),14,5,3,2,4
2758,9130,University College of Engineering Ramanathapuram,University Constituent Colleges,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Electronics and Communication Engineering,71,22,31,5,13
2759,9130,University College of Engineering Ramanathapuram,University Constituent Colleges,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Mechanical Engineering,55,7,14,16,18
2760,9130,University College of Engineering Ramanathapuram,University Constituent Colleges,ANNA UNIVERSITY,RAMANATHAPURAM,Zone XIV : Karaikudi,4.0,B.E Civil Engineering,39,3,14,12,10
2761,9131,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Electrical and Electronics Engineering,236,60,63,50,63
2762,9131,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Mechanical Engineering,216,41,60,42,73
2763,9131,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.Tech Information Technology,355,126,98,80,51
2764,9131,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Civil Engineering,159,29,46,44,40
2765,9131,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Computer Science and Engineering,570,192,129,120,129
2766,9131,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Electronics and Communication Engineering,500,132,130,117,121
2767,9132,VICKRAM COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Civil Engineering,2,0,0,0,2
2768,9132,VICKRAM COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Mechanical Engineering,2,0,0,0,2
2769,9132,VICKRAM COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Electronics and Communication Engineering,3,0,0,0,3
2770,9132,VICKRAM COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Computer Science and Engineering,5,0,0,0,5
2771,9133,Vaigai College of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Civil Engineering,67,9,23,21,14
2772,9133,Vaigai College of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Computer Science and Engineering,218,55,61,58,44
2773,9133,Vaigai College of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Mechanical Engineering,98,12,30,26,30
2774,9133,Vaigai College of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Electrical and Electronics Engineering,120,21,33,38,28
2775,9133,Vaigai College of Engineering,Affilated Non - Autonomous,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Electronics and Communication Engineering,156,37,49,32,38
2776,9176,Alagappa Chettiar Government College of Engineering and Technology,Government College,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Computer Science and Engineering,242,58,63,64,57
2777,9176,Alagappa Chettiar Government College of Engineering and Technology,Government College,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Civil Engineering,246,56,63,64,63
2778,9176,Alagappa Chettiar Government College of Engineering and Technology,Government College,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Electronics and Communication Engineering,229,55,55,59,60
2779,9176,Alagappa Chettiar Government College of Engineering and Technology,Government College,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Mechanical Engineering,479,113,118,128,120
2780,9176,Alagappa Chettiar Government College of Engineering and Technology,Government College,ANNA UNIVERSITY,SIVAGANGAI,Zone XIV : Karaikudi,4.0,B.E Electrical and Electronics Engineering,484,115,118,128,123
2781,9177,"Thiagarajar College of Engineering, Madurai",Govt. Aided,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Mechanical Engineering,265,0,0,132,133
2782,9177,"Thiagarajar College of Engineering, Madurai",Govt. Aided,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Civil Engineering,267,0,0,131,136
2783,9177,"Thiagarajar College of Engineering, Madurai",Govt. Aided,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Electronics and Communication Engineering,266,0,0,135,131
2784,9177,"Thiagarajar College of Engineering, Madurai",Govt. Aided,ANNA UNIVERSITY,MADURAI,Zone XXII : Madurai,5.0,B.E Computer Science and Engineering,271,0,0,137,134
